epoch,train_loss,test_loss
0,0.3220558100763489,0.404459148645401
1,0.0834179743028739,0.17736868560314178
2,0.06524823770365294,0.2900160253047943
3,0.06657813845531028,0.09838439524173737
4,0.06228911062227745,0.1254848837852478
5,0.060049751043027524,0.1060393825173378
6,0.04527101408251945,0.09986422955989838
7,0.04558772144510465,0.07049115747213364
8,0.052879249311837496,0.1115812361240387
9,0.049480113036492294,0.06436596810817719
10,0.04727112267202899,0.10341127216815948
11,0.0471377866525276,0.06896378099918365
12,0.04492598615002399,0.03687630966305733
13,0.04920599730137516,0.12766173481941223
14,0.0424901640553977,0.09718775749206543
15,0.04561529923960859,0.0835062563419342
16,0.040479810168857086,0.14225421845912933
17,0.05280138948457498,0.08253160119056702
18,0.04549866034558006,0.09068071842193604
19,0.038492468989216815,0.07368632405996323
20,0.03982532763963237,0.037702493369579315
21,0.04778040680742147,0.05343727767467499
22,0.041556158048265124,0.048206914216279984
23,0.037746030618162715,0.042250875383615494
24,0.04665268320298078,0.08870647102594376
25,0.03808104262376825,0.04567854106426239
26,0.039795190926787315,0.07094132900238037
27,0.04247281438324089,0.19819962978363037
28,0.037721032568929246,0.13645793497562408
29,0.043013951750289575,0.15432202816009521
30,0.03846755059089,0.1643010377883911
31,0.03665917715075992,0.18368326127529144
32,0.037666329602692644,0.19449251890182495
