epoch,train_loss,test_loss
0,0.28412545103506714,0.1533285677433014
1,0.07723507480513231,0.09948255866765976
2,0.06316701374838457,0.07237665355205536
3,0.05831780720173436,0.1608436107635498
4,0.060650642687345255,0.10955185443162918
5,0.050061085864025,0.08753269165754318
6,0.056791175449011376,0.08288481086492538
7,0.04476469349773491,0.04185944050550461
8,0.05175563241994264,0.03735380992293358
9,0.05045108075308449,0.04276887699961662
10,0.04503143146889759,0.07261886447668076
11,0.04610295343559747,0.26725396513938904
12,0.05393462571516341,0.07931878417730331
13,0.04322627893484691,0.10441121459007263
14,0.03871596004704342,0.09389089792966843
15,0.03741222249307469,0.1293802410364151
16,0.055538079208310914,0.0666237473487854
17,0.04252568792150009,0.0446946956217289
18,0.04251657782451195,0.04886895790696144
19,0.04732380027645359,0.0519975870847702
20,0.04071154741241651,0.08420724421739578
21,0.037541414337123144,0.11829274892807007
22,0.03951651576504696,0.12881702184677124
23,0.042600520840827744,0.05096806585788727
24,0.0401180237531662,0.06464818865060806
25,0.03936414424256951,0.09447634220123291
26,0.04314488828109175,0.1173476129770279
27,0.03301569119132325,0.08411543071269989
28,0.03244275160992116,0.10140819102525711
