epoch,train_loss,test_loss
0,0.3526509214996123,0.2198219895362854
1,0.09186764978164551,0.06330381333827972
2,0.06593795226631212,0.06921602040529251
3,0.06500547910657,0.04755361005663872
4,0.05118509172005396,0.04309961572289467
5,0.05403533943143545,0.12685075402259827
6,0.055192847151820566,0.11028602719306946
7,0.05329078364679042,0.20170371234416962
8,0.05240635520906425,0.15474580228328705
9,0.05375538828472296,0.12047572433948517
10,0.047644430442767984,0.08472414314746857
11,0.051229654519143054,0.12998704612255096
12,0.05039928659942804,0.057959169149398804
13,0.04779169003607011,0.031104180961847305
14,0.045528501235679086,0.17420263588428497
15,0.04482530996057333,0.17026683688163757
16,0.04759910976623788,0.10376705229282379
17,0.04521420603508458,0.1826450377702713
18,0.04155539859122798,0.03882548585534096
19,0.04345755192323351,0.09878379106521606
20,0.0475867407980795,0.12607607245445251
21,0.0417697562872633,0.13298700749874115
22,0.043694238461481,0.06017988547682762
23,0.043560647916998346,0.17559528350830078
24,0.0487717844125833,0.14687180519104004
25,0.0373046186880446,0.09136198461055756
26,0.04267829053067401,0.16392269730567932
27,0.04856507362359587,0.15916377305984497
28,0.04367993738246607,0.17246712744235992
29,0.039088345717127417,0.2698839604854584
30,0.04066511553109569,0.11233378201723099
31,0.03940586949351663,0.12103842943906784
32,0.03900551852569276,0.11050379276275635
33,0.03430609710003231,0.15430505573749542
