epoch,train_loss,test_loss
0,0.7362228313497469,1.892049789428711
1,0.29387134211320504,0.9876484870910645
2,0.18290532015117944,0.5581551194190979
3,0.12960496493706516,0.5142268538475037
4,0.11314020433700551,0.5318516492843628
5,0.10964082017102662,0.48733028769493103
6,0.1200323596450628,0.42872196435928345
7,0.10258426572031834,0.4142855405807495
8,0.09976748019164684,0.33956125378608704
9,0.0818684728925719,0.4056571424007416
10,0.08433549664914608,0.4717758893966675
11,0.09254234485036018,0.3617987036705017
12,0.06883884398449286,0.2808898389339447
13,0.07081720415575832,0.32712164521217346
14,0.07265123184405121,0.3163105249404907
15,0.08015782939379706,0.3107396066188812
16,0.07661311207887005,0.29384729266166687
17,0.08521942219094318,0.30440711975097656
18,0.0714602949937769,0.2715352177619934
19,0.07421840307321034,0.3453858196735382
20,0.08596118265653357,0.2375384122133255
21,0.06671465031218295,0.3149147033691406
22,0.06262593044369828,0.2757701575756073
23,0.06833679400676605,0.27123022079467773
24,0.07055159389753551,0.2141128033399582
25,0.06006621443392599,0.3023776412010193
26,0.06380987280578006,0.2474823296070099
27,0.0723191413699704,0.24617356061935425
28,0.07590878860769319,0.3147094249725342
29,0.07077248162571706,0.2501513361930847
30,0.08026563230098463,0.375775545835495
31,0.07770435921117372,0.26087048649787903
32,0.06287394737934365,0.38239437341690063
33,0.05630757825850856,0.22135134041309357
34,0.05609269031122619,0.2871406674385071
35,0.05458367270800997,0.4062490463256836
36,0.059769220887592026,0.2893011271953583
37,0.05731163608531157,0.2618873715400696
38,0.052616194000138956,0.24658051133155823
39,0.05339322312205445,0.25538280606269836
40,0.050717209118838404,0.22607074677944183
41,0.058645813981545905,0.2228722870349884
42,0.0513643475760724,0.2363547682762146
43,0.05334298767368583,0.2224966138601303
44,0.054032104053333696,0.27251753211021423
